ALCALINAS_BOGOTÁ,ALCALINAS_CENTRO,ALCALINAS_NORTE,ALCALINAS_SANTANDER,ALCALINAS_SUR,BOMBILLOS_BOGOTÁ,BOMBILLOS_CENTRO,BOMBILLOS_NORTE,BOMBILLOS_SANTANDER,BOMBILLOS_SUR,ENCENDEDORES_BOGOTÁ,ENCENDEDORES_CENTRO,ENCENDEDORES_NORTE,ENCENDEDORES_SANTANDER,ENCENDEDORES_SUR,MANGANESO_BOGOTÁ,MANGANESO_CENTRO,MANGANESO_NORTE,MANGANESO_SANTANDER,MANGANESO_SUR,OTROS_BOGOTÁ,OTROS_CENTRO,OTROS_NORTE,OTROS_SANTANDER,OTROS_SUR,TERCEROS_BOGOTÁ,TERCEROS_CENTRO,TERCEROS_NORTE,TERCEROS_SANTANDER,TERCEROS_SUR
0.0,50.0,35.0,40.0,10.0,0.0,2.0,23.0,121.0,57.0,0.0,960.0,886.0,344.0,166.0,0.0,340.0,3980.0,494.0,456.0,0.0,87.0,66.0,47.0,5.0,0.0,0.0,0.0,0.0,0.0
781.0,4623.0,60.0,389.0,1129.0,1406.0,1232.0,67.0,367.0,944.0,3711.0,4870.0,1137.0,1191.0,4044.0,7996.0,32459.0,2471.0,4068.0,12191.0,1706.0,1456.0,332.0,369.0,490.0,0.0,0.0,0.0,0.0,0.0
645.0,3361.0,126.0,723.0,911.0,1153.0,2150.0,110.0,288.0,972.0,4375.0,7422.0,803.0,1687.0,4067.0,7570.0,41887.0,4732.0,4866.0,10789.0,1767.0,1676.0,178.0,867.0,746.0,0.0,0.0,0.0,0.0,0.0
734.0,10491.0,142.0,1084.0,918.0,1022.0,1970.0,288.0,402.0,583.0,3526.0,7689.0,2281.0,1919.0,3457.0,6771.0,30151.0,12123.0,5352.0,8932.0,1526.0,2086.0,402.0,782.0,528.0,0.0,0.0,0.0,0.0,0.0
1374.0,3880.0,393.0,711.0,830.0,1113.0,1620.0,367.0,393.0,789.0,3858.0,12075.0,2092.0,3780.0,2594.0,6382.0,36406.0,9596.0,7785.0,10408.0,1231.0,1806.0,553.0,478.0,719.0,0.0,0.0,0.0,0.0,0.0
395.0,3954.0,260.0,502.0,505.0,905.0,1016.0,220.0,313.0,458.0,3834.0,3927.0,2081.0,1307.0,2747.0,5957.0,37110.0,13518.0,3807.0,10744.0,1715.0,1057.0,432.0,743.0,462.0,0.0,0.0,0.0,0.0,0.0
0.0,29.0,94.0,36.0,0.0,0.0,106.0,158.0,99.0,0.0,0.0,615.0,1284.0,257.0,107.0,0.0,984.0,13475.0,2825.0,0.0,0.0,47.0,429.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,39.0,20.0,0.0,0.0,0.0,56.0,12.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,484.0,662.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362.0,2588.0,252.0,416.0,891.0,625.0,1561.0,190.0,305.0,569.0,3023.0,5042.0,2084.0,1204.0,5208.0,4992.0,24371.0,6936.0,3789.0,10817.0,2019.0,1832.0,600.0,804.0,695.0,0.0,0.0,0.0,0.0,0.0
912.0,3701.0,318.0,708.0,788.0,802.0,2184.0,525.0,189.0,588.0,4239.0,5641.0,2275.0,2585.0,3601.0,8457.0,25909.0,12630.0,3946.0,9904.0,1563.0,1998.0,894.0,851.0,961.0,0.0,0.0,0.0,0.0,0.0
716.0,3334.0,227.0,541.0,937.0,819.0,1883.0,385.0,348.0,737.0,3913.0,7000.0,3045.0,3227.0,3637.0,7587.0,33160.0,9161.0,5284.0,9133.0,2513.0,2381.0,860.0,745.0,1003.0,0.0,0.0,0.0,0.0,0.0
556.0,7955.0,287.0,437.0,870.0,826.0,1945.0,380.0,424.0,612.0,3543.0,6469.0,2239.0,1815.0,4870.0,9938.0,29318.0,9067.0,5954.0,10187.0,1769.0,2417.0,655.0,707.0,832.0,0.0,0.0,0.0,0.0,0.0
651.0,3499.0,214.0,760.0,554.0,1344.0,1052.0,487.0,483.0,606.0,2474.0,5642.0,1552.0,1843.0,3638.0,9137.0,23507.0,8594.0,6576.0,9876.0,1716.0,1763.0,610.0,636.0,658.0,0.0,0.0,0.0,0.0,0.0
0.0,30.0,31.0,20.0,120.0,0.0,33.0,51.0,54.0,9.0,0.0,268.0,404.0,54.0,111.0,0.0,2048.0,874.0,40.0,1249.0,0.0,30.0,168.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0
770.0,2665.0,226.0,647.0,839.0,1022.0,1204.0,355.0,309.0,912.0,2824.0,4376.0,1793.0,2376.0,3515.0,6015.0,21654.0,7843.0,5433.0,11385.0,1724.0,1589.0,444.0,473.0,706.0,0.0,0.0,0.0,0.0,0.0
714.0,3236.0,686.0,396.0,732.0,1027.0,2013.0,290.0,434.0,692.0,3555.0,5943.0,1463.0,2777.0,3758.0,10055.0,26548.0,9354.0,3913.0,9297.0,2001.0,2234.0,537.0,570.0,921.0,0.0,0.0,0.0,0.0,0.0
611.0,4127.0,426.0,881.0,973.0,1134.0,1983.0,278.0,691.0,747.0,3904.0,7337.0,1632.0,2560.0,4369.0,8668.0,54383.0,7361.0,3617.0,11356.0,1672.0,2658.0,476.0,622.0,658.0,0.0,0.0,0.0,0.0,0.0
496.0,3892.0,521.0,624.0,783.0,1098.0,1768.0,600.0,508.0,641.0,2867.0,6258.0,1782.0,2212.0,3404.0,7974.0,30958.0,13075.0,4986.0,11718.0,1318.0,1410.0,684.0,860.0,960.0,0.0,0.0,0.0,0.0,0.0
642.0,2827.0,422.0,769.0,1076.0,977.0,1723.0,411.0,337.0,472.0,3178.0,4471.0,2367.0,1849.0,4640.0,7426.0,31664.0,10823.0,4721.0,9258.0,1151.0,1481.0,795.0,532.0,788.0,0.0,0.0,0.0,0.0,0.0
0.0,192.0,0.0,170.0,10.0,0.0,125.0,0.0,0.0,43.0,0.0,141.0,0.0,246.0,464.0,0.0,2538.0,0.0,954.0,246.0,0.0,129.0,10.0,257.0,71.0,0.0,0.0,0.0,0.0,0.0
884.0,3992.0,303.0,471.0,898.0,902.0,2651.0,302.0,350.0,574.0,2435.0,4334.0,1812.0,1773.0,4741.0,6594.0,19927.0,11238.0,4498.0,14144.0,979.0,747.0,487.0,375.0,771.0,0.0,0.0,0.0,0.0,0.0
323.0,3276.0,266.0,502.0,765.0,977.0,2028.0,437.0,269.0,942.0,2597.0,4626.0,1763.0,1297.0,4479.0,5529.0,33921.0,12533.0,3540.0,10996.0,1329.0,1317.0,617.0,728.0,622.0,0.0,0.0,0.0,0.0,0.0
582.0,15103.0,212.0,437.0,1350.0,861.0,2106.0,301.0,534.0,830.0,2429.0,7616.0,1702.0,1322.0,2619.0,5304.0,35401.0,6508.0,3949.0,13652.0,1350.0,1198.0,403.0,714.0,585.0,0.0,0.0,0.0,0.0,0.0
361.0,6977.0,253.0,1096.0,1202.0,665.0,2167.0,324.0,430.0,1001.0,3311.0,5531.0,1820.0,2617.0,3122.0,4159.0,41601.0,8559.0,6402.0,10800.0,814.0,2094.0,733.0,319.0,696.0,0.0,0.0,0.0,0.0,0.0
0.0,1683.0,176.0,584.0,606.0,0.0,1162.0,418.0,524.0,439.0,0.0,2369.0,3075.0,2667.0,1610.0,0.0,19775.0,11449.0,3165.0,8603.0,0.0,377.0,241.0,431.0,354.0,0.0,0.0,0.0,0.0,0.0
0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239.0,4109.0,94.0,271.0,460.0,382.0,771.0,184.0,273.0,414.0,1874.0,2138.0,672.0,947.0,3033.0,2746.0,14052.0,6972.0,2420.0,6398.0,454.0,196.0,75.0,188.0,194.0,0.0,0.0,0.0,0.0,0.0
260.0,1058.0,58.0,353.0,1452.0,239.0,215.0,43.0,218.0,667.0,906.0,1517.0,128.0,879.0,3128.0,1925.0,4240.0,902.0,3414.0,10943.0,97.0,210.0,6.0,214.0,146.0,0.0,0.0,0.0,0.0,0.0
144.0,1274.0,0.0,523.0,1209.0,333.0,529.0,0.0,289.0,858.0,721.0,1394.0,121.0,627.0,2586.0,1760.0,6590.0,116.0,2626.0,10236.0,68.0,59.0,10.0,172.0,213.0,0.0,0.0,0.0,0.0,0.0
174.0,3775.0,112.0,1021.0,528.0,190.0,180.0,12.0,123.0,548.0,771.0,922.0,92.0,1092.0,3073.0,2140.0,5812.0,894.0,3636.0,8636.0,136.0,55.0,59.0,116.0,163.0,0.0,0.0,0.0,0.0,0.0
0.0,663.0,33.0,455.0,80.0,0.0,240.0,18.0,85.0,62.0,0.0,645.0,226.0,220.0,738.0,0.0,4765.0,968.0,602.0,2011.0,0.0,32.0,35.0,89.0,17.0,0.0,0.0,0.0,0.0,0.0
60.0,861.0,6.0,110.0,593.0,369.0,360.0,12.0,141.0,291.0,1042.0,895.0,280.0,817.0,2035.0,1540.0,5996.0,570.0,1134.0,3760.0,62.0,0.0,3.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0
151.0,580.0,65.0,285.0,137.0,273.0,333.0,29.0,192.0,146.0,1277.0,1600.0,166.0,963.0,2598.0,2178.0,6523.0,1566.0,1976.0,2363.0,93.0,60.0,13.0,67.0,85.0,0.0,0.0,0.0,0.0,0.0
304.0,1208.0,20.0,336.0,142.0,281.0,776.0,0.0,79.0,117.0,906.0,839.0,72.0,484.0,461.0,1584.0,31828.0,556.0,450.0,1483.0,97.0,33.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
220.0,1087.0,12.0,40.0,116.0,281.0,416.0,0.0,58.0,122.0,845.0,1165.0,48.0,24.0,442.0,2194.0,10220.0,100.0,312.0,980.0,26.0,99.0,1.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0
0.0,644.0,0.0,20.0,374.0,0.0,438.0,0.0,68.0,60.0,0.0,683.0,0.0,323.0,252.0,0.0,9000.0,0.0,602.0,874.0,0.0,17.0,0.0,35.0,58.0,0.0,0.0,0.0,0.0,0.0
0.0,23.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,2256.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,200.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667.0,4620.0,60.0,149.0,472.0,709.0,448.0,19.0,247.0,476.0,2614.0,2598.0,684.0,951.0,2339.0,7583.0,10791.0,2290.0,1726.0,7605.0,370.0,106.0,21.0,181.0,269.0,0.0,0.0,0.0,0.0,0.0
1913.0,18238.0,134.0,485.0,860.0,1243.0,1017.0,151.0,458.0,643.0,4067.0,2565.0,1086.0,1656.0,3760.0,7536.0,16690.0,5691.0,3818.0,12936.0,286.0,363.0,105.0,124.0,343.0,0.0,0.0,0.0,0.0,0.0
1167.0,7122.0,147.0,668.0,692.0,1113.0,1698.0,262.0,257.0,540.0,6058.0,9097.0,1517.0,1931.0,5071.0,9684.0,36324.0,7459.0,3269.0,13239.0,697.0,439.0,123.0,283.0,467.0,0.0,0.0,0.0,0.0,0.0
1036.0,3111.0,156.0,379.0,425.0,1291.0,1181.0,195.0,407.0,431.0,2620.0,3076.0,2860.0,1357.0,3190.0,6596.0,47917.0,9978.0,3129.0,6727.0,384.0,465.0,76.0,176.0,139.0,0.0,0.0,0.0,0.0,0.0
582.0,5988.0,168.0,449.0,453.0,1142.0,870.0,247.0,248.0,237.0,4161.0,4255.0,932.0,1256.0,2465.0,5841.0,23430.0,6470.0,4287.0,4977.0,371.0,273.0,119.0,405.0,228.0,0.0,0.0,0.0,0.0,0.0
0.0,598.0,73.0,0.0,40.0,0.0,520.0,75.0,0.0,68.0,0.0,1412.0,343.0,0.0,72.0,0.0,8864.0,2292.0,0.0,52.0,0.0,35.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
969.0,6062.0,168.0,489.0,797.0,1057.0,2132.0,210.0,467.0,798.0,4363.0,5831.0,854.0,3919.0,4392.0,6715.0,44572.0,6740.0,5290.0,11255.0,772.0,645.0,63.0,578.0,523.0,0.0,0.0,0.0,0.0,0.0
617.0,7881.0,138.0,614.0,1106.0,1226.0,3059.0,313.0,299.0,1236.0,4570.0,8502.0,1806.0,2690.0,4796.0,5726.0,45049.0,6906.0,4054.0,15353.0,394.0,1056.0,228.0,628.0,572.0,0.0,0.0,0.0,0.0,0.0
668.0,5609.0,239.0,816.0,801.0,1060.0,3165.0,260.0,622.0,1323.0,3698.0,6108.0,1570.0,2718.0,5180.0,6504.0,34038.0,5533.0,6415.0,13316.0,437.0,1196.0,208.0,428.0,631.0,0.0,0.0,0.0,0.0,0.0
926.0,5633.0,122.0,1185.0,1267.0,1034.0,2478.0,215.0,646.0,819.0,5534.0,9845.0,1974.0,2887.0,5969.0,5416.0,41507.0,15056.0,8744.0,19451.0,437.0,1358.0,167.0,461.0,773.0,0.0,0.0,0.0,0.0,0.0
637.0,4261.0,66.0,609.0,779.0,862.0,1773.0,197.0,489.0,918.0,2300.0,4885.0,2229.0,1745.0,4751.0,4651.0,26031.0,13944.0,5362.0,13482.0,490.0,1178.0,253.0,189.0,516.0,0.0,0.0,0.0,0.0,0.0
0.0,7300.0,22.0,103.0,56.0,0.0,355.0,0.0,65.0,115.0,0.0,155.0,236.0,392.0,968.0,0.0,1542.0,1106.0,838.0,1592.0,0.0,105.0,1.0,238.0,55.0,0.0,0.0,0.0,0.0,0.0
0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658.0,5342.0,114.0,698.0,768.0,711.0,2311.0,341.0,776.0,1142.0,3143.0,6563.0,1247.0,2559.0,3148.0,6563.0,49531.0,6484.0,4888.0,13668.0,666.0,807.0,161.0,169.0,690.0,0.0,0.0,0.0,0.0,0.0
918.0,4632.0,187.0,1379.0,1478.0,1107.0,2613.0,295.0,412.0,942.0,3564.0,7518.0,1194.0,1986.0,4073.0,10583.0,44250.0,9846.0,8570.0,14626.0,1302.0,1590.0,225.0,371.0,753.0,0.0,0.0,0.0,0.0,0.0
878.0,6724.0,293.0,615.0,1923.0,1171.0,3464.0,304.0,743.0,1162.0,3185.0,7310.0,1299.0,2235.0,5005.0,9698.0,60208.0,8873.0,8391.0,14114.0,849.0,1533.0,467.0,281.0,611.0,0.0,0.0,0.0,0.0,0.0
593.0,4765.0,222.0,1062.0,1206.0,848.0,2067.0,245.0,584.0,813.0,2897.0,6268.0,748.0,3788.0,5882.0,7271.0,74133.0,6024.0,6423.0,15178.0,548.0,1561.0,235.0,333.0,663.0,0.0,0.0,0.0,0.0,0.0
0.0,3702.0,172.0,238.0,835.0,0.0,1329.0,148.0,135.0,654.0,0.0,3659.0,861.0,1231.0,3438.0,0.0,17534.0,9354.0,5160.0,8029.0,0.0,644.0,302.0,235.0,396.0,0.0,0.0,0.0,0.0,0.0
343.0,1371.0,40.0,0.0,114.0,384.0,1112.0,55.0,0.0,293.0,966.0,2949.0,248.0,0.0,2120.0,5271.0,17550.0,6421.0,0.0,2534.0,314.0,727.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694.0,3418.0,168.0,652.0,898.0,806.0,2498.0,234.0,669.0,1428.0,2250.0,4904.0,1000.0,2114.0,5816.0,7475.0,31869.0,11463.0,6156.0,16319.0,935.0,985.0,241.0,585.0,833.0,0.0,0.0,0.0,0.0,0.0
790.0,19820.0,273.0,1182.0,993.0,1073.0,3967.0,341.0,693.0,2184.0,3493.0,7063.0,1164.0,1415.0,5067.0,8920.0,60555.0,10544.0,6465.0,16001.0,1237.0,1322.0,313.0,618.0,821.0,0.0,0.0,0.0,0.0,0.0
580.0,3621.0,177.0,1207.0,1516.0,1282.0,2884.0,347.0,811.0,2177.0,2152.0,7144.0,1485.0,2011.0,4775.0,8307.0,54826.0,7887.0,6421.0,15341.0,1014.0,1467.0,293.0,781.0,568.0,0.0,0.0,0.0,0.0,0.0
900.0,9616.0,247.0,1027.0,1327.0,1390.0,3430.0,256.0,738.0,1696.0,3169.0,7287.0,1586.0,1636.0,3766.0,9661.0,52922.0,8801.0,8739.0,16475.0,913.0,1581.0,335.0,498.0,526.0,0.0,0.0,0.0,0.0,0.0
964.0,16874.0,339.0,582.0,724.0,1130.0,2105.0,483.0,444.0,1021.0,3147.0,7047.0,1410.0,5051.0,3545.0,7896.0,35216.0,7257.0,5242.0,8036.0,651.0,1527.0,263.0,628.0,517.0,0.0,0.0,0.0,0.0,0.0
0.0,1537.0,0.0,98.0,115.0,0.0,346.0,77.0,84.0,130.0,0.0,1419.0,142.0,236.0,1423.0,0.0,10356.0,682.0,290.0,552.0,0.0,212.0,5.0,424.0,98.0,0.0,0.0,0.0,0.0,0.0
772.0,3822.0,223.0,368.0,837.0,1217.0,1941.0,301.0,639.0,1201.0,2953.0,4254.0,1222.0,1618.0,3190.0,9527.0,40902.0,11282.0,5526.0,12463.0,1549.0,1303.0,329.0,357.0,671.0,0.0,0.0,0.0,0.0,0.0
706.0,5479.0,295.0,1064.0,1170.0,853.0,2865.0,171.0,589.0,1345.0,3861.0,6922.0,1152.0,3063.0,4711.0,7494.0,35464.0,12249.0,6991.0,14819.0,1393.0,1934.0,231.0,913.0,749.0,0.0,0.0,0.0,0.0,0.0
963.0,4269.0,351.0,756.0,905.0,1000.0,4190.0,251.0,323.0,1256.0,3196.0,6222.0,1470.0,1632.0,4541.0,7152.0,38352.0,12019.0,6417.0,14696.0,1616.0,2299.0,644.0,922.0,703.0,0.0,0.0,0.0,0.0,0.0
933.0,5959.0,476.0,989.0,1309.0,1025.0,2351.0,497.0,655.0,906.0,3602.0,10256.0,2001.0,1751.0,3998.0,8938.0,46682.0,10436.0,7780.0,15808.0,1427.0,1790.0,467.0,787.0,770.0,0.0,0.0,0.0,0.0,0.0
871.0,7870.0,184.0,1008.0,984.0,1000.0,1865.0,331.0,482.0,1295.0,2544.0,3734.0,1466.0,1375.0,4162.0,7648.0,23671.0,13230.0,6396.0,9379.0,1325.0,2049.0,500.0,457.0,588.0,0.0,0.0,0.0,0.0,0.0
0.0,1570.0,88.0,144.0,106.0,0.0,100.0,69.0,0.0,143.0,0.0,1200.0,82.0,0.0,765.0,0.0,1434.0,1076.0,0.0,1006.0,0.0,168.0,140.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,72.0,301.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691.0,4527.0,398.0,799.0,1873.0,1161.0,2991.0,461.0,655.0,1647.0,2407.0,6419.0,1463.0,1789.0,3589.0,9500.0,26610.0,9120.0,3700.0,13949.0,1047.0,1593.0,310.0,306.0,651.0,0.0,0.0,0.0,0.0,0.0
911.0,5640.0,258.0,622.0,1079.0,949.0,2160.0,419.0,881.0,1372.0,2712.0,7841.0,2587.0,2160.0,4234.0,7292.0,51806.0,8809.0,5191.0,11742.0,1621.0,2410.0,908.0,532.0,912.0,0.0,0.0,0.0,0.0,0.0
734.0,7249.0,434.0,862.0,1028.0,900.0,2697.0,257.0,822.0,1114.0,2821.0,4979.0,2252.0,2030.0,4605.0,10167.0,37951.0,8675.0,5718.0,12366.0,1479.0,2102.0,777.0,921.0,543.0,0.0,0.0,0.0,0.0,0.0
825.0,4822.0,384.0,639.0,1116.0,1485.0,3233.0,398.0,722.0,1235.0,2514.0,5256.0,1768.0,2507.0,5552.0,7155.0,47118.0,11218.0,4674.0,11700.0,1682.0,1310.0,502.0,872.0,1147.0,0.0,0.0,0.0,0.0,0.0
730.0,5369.0,354.0,432.0,1148.0,1053.0,2660.0,1177.0,681.0,820.0,2310.0,5580.0,4799.0,1220.0,5259.0,7707.0,27897.0,25645.0,4031.0,10575.0,2118.0,884.0,278.0,639.0,976.0,0.0,61.0,0.0,0.0,0.0
0.0,4476.0,33.0,7.0,44.0,0.0,72.0,68.0,73.0,369.0,0.0,116.0,274.0,168.0,563.0,0.0,2406.0,1236.0,417.0,500.0,0.0,131.0,26.0,116.0,40.0,0.0,0.0,0.0,0.0,0.0
0.0,32.0,16.0,454.0,357.0,0.0,66.0,11.0,493.0,595.0,0.0,152.0,121.0,1101.0,2025.0,0.0,1004.0,435.0,3187.0,7148.0,0.0,169.0,32.0,358.0,318.0,0.0,0.0,0.0,0.0,0.0
1018.0,2858.0,256.0,529.0,930.0,1075.0,1773.0,390.0,678.0,1795.0,3277.0,4000.0,1570.0,992.0,5498.0,9739.0,31190.0,9625.0,5138.0,15272.0,1506.0,933.0,513.0,577.0,803.0,60.0,63.0,0.0,0.0,0.0
1245.0,4460.0,251.0,746.0,1207.0,782.0,3099.0,503.0,593.0,2306.0,2827.0,5913.0,1499.0,1685.0,3976.0,10877.0,64563.0,11387.0,6439.0,9347.0,1462.0,2324.0,396.0,818.0,816.0,53.0,1.0,0.0,0.0,0.0
795.0,6410.0,230.0,1273.0,1466.0,1223.0,2696.0,468.0,601.0,2172.0,4498.0,8109.0,1731.0,2489.0,6220.0,8996.0,45732.0,15866.0,8615.0,14335.0,1548.0,1593.0,409.0,694.0,871.0,50.0,7.0,0.0,0.0,0.0
1284.0,4619.0,461.0,542.0,1114.0,965.0,3544.0,1050.0,602.0,1200.0,3323.0,8259.0,1813.0,4148.0,5096.0,7659.0,40551.0,17022.0,5562.0,15006.0,1454.0,1664.0,378.0,627.0,661.0,19.0,14.0,0.0,0.0,0.0
685.0,2980.0,223.0,135.0,285.0,914.0,2342.0,541.0,25.0,337.0,2555.0,4205.0,2324.0,100.0,1874.0,5750.0,45993.0,14262.0,50.0,4916.0,1392.0,1315.0,281.0,0.0,189.0,24.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670.0,5848.0,271.0,627.0,1083.0,648.0,2320.0,620.0,432.0,924.0,2581.0,5237.0,1358.0,1891.0,4837.0,8081.0,32827.0,7991.0,5643.0,12787.0,1544.0,1548.0,238.0,441.0,668.0,40.0,0.0,0.0,0.0,0.0
717.0,15579.0,287.0,836.0,1056.0,1067.0,3233.0,610.0,479.0,1760.0,3949.0,6776.0,1726.0,5086.0,5154.0,6622.0,36481.0,12832.0,5984.0,14006.0,1723.0,2299.0,514.0,956.0,1005.0,41.0,22.0,0.0,0.0,0.0
566.0,4452.0,270.0,982.0,1245.0,867.0,2868.0,637.0,515.0,2134.0,2618.0,7360.0,1891.0,2205.0,5245.0,8950.0,34350.0,13418.0,8491.0,15359.0,1618.0,2465.0,687.0,808.0,883.0,54.0,20.0,0.0,0.0,0.0
784.0,4283.0,250.0,988.0,1450.0,842.0,2765.0,629.0,748.0,1485.0,3568.0,8269.0,1723.0,2396.0,6015.0,8298.0,37069.0,7891.0,6073.0,15915.0,1578.0,1316.0,318.0,611.0,1320.0,24.0,24.0,0.0,0.0,0.0
720.0,6357.0,164.0,679.0,890.0,783.0,2033.0,602.0,690.0,695.0,2333.0,6187.0,3709.0,1195.0,4340.0,6618.0,40194.0,11914.0,4157.0,11391.0,1774.0,2309.0,730.0,619.0,618.0,30.0,22.0,0.0,0.0,0.0
65.0,271.0,20.0,0.0,80.0,76.0,54.0,26.0,0.0,96.0,234.0,146.0,176.0,0.0,615.0,88.0,756.0,2382.0,0.0,713.0,74.0,85.0,5.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
803.0,3685.0,307.0,636.0,911.0,686.0,2005.0,534.0,864.0,1233.0,3756.0,3967.0,1401.0,2200.0,4075.0,8385.0,32966.0,8696.0,6700.0,12708.0,1404.0,1182.0,527.0,595.0,870.0,41.0,24.0,0.0,0.0,0.0
1048.0,4468.0,686.0,629.0,1227.0,997.0,3046.0,628.0,736.0,1661.0,3725.0,5145.0,1512.0,1857.0,6751.0,6756.0,38507.0,11194.0,4872.0,12936.0,1248.0,2189.0,994.0,603.0,1075.0,33.0,3.0,0.0,0.0,0.0
600.0,5082.0,358.0,613.0,1398.0,673.0,3939.0,465.0,802.0,1414.0,2351.0,7285.0,1439.0,1982.0,6883.0,8306.0,38473.0,12023.0,5856.0,13132.0,1310.0,1678.0,467.0,729.0,916.0,27.0,17.0,0.0,0.0,0.0
446.0,5547.0,623.0,1343.0,1408.0,805.0,2973.0,520.0,1137.0,1299.0,2300.0,6165.0,2411.0,3276.0,5483.0,5859.0,40504.0,16307.0,10050.0,14296.0,1100.0,1981.0,418.0,770.0,890.0,15.0,5.0,0.0,0.0,0.0
505.0,9695.0,459.0,980.0,882.0,761.0,1506.0,521.0,508.0,1043.0,2060.0,5490.0,2061.0,2385.0,6334.0,5329.0,24459.0,13491.0,4094.0,12154.0,820.0,1023.0,488.0,362.0,694.0,24.0,6.0,0.0,0.0,0.0
267.0,185.0,40.0,56.0,65.0,467.0,198.0,114.0,103.0,183.0,1174.0,169.0,267.0,237.0,735.0,2246.0,2358.0,2692.0,540.0,6139.0,468.0,86.0,106.0,65.0,118.0,4.0,0.0,0.0,0.0,0.0
0.0,64.0,0.0,232.0,63.0,0.0,100.0,70.0,347.0,75.0,0.0,168.0,59.0,585.0,434.0,0.0,686.0,696.0,1456.0,1095.0,0.0,17.0,11.0,90.0,44.0,0.0,0.0,0.0,0.0,0.0
715.0,4331.0,331.0,533.0,1346.0,1410.0,3206.0,436.0,719.0,1623.0,2348.0,4834.0,1185.0,1001.0,6459.0,5986.0,45425.0,16856.0,6457.0,16635.0,779.0,947.0,654.0,493.0,816.0,14.0,4.0,0.0,0.0,0.0
584.0,4307.0,183.0,1113.0,1313.0,1455.0,4851.0,901.0,1249.0,3497.0,2713.0,7696.0,2660.0,2016.0,6893.0,8789.0,55141.0,18677.0,7392.0,16851.0,1199.0,1770.0,470.0,1098.0,749.0,15.0,12.0,0.0,0.0,0.0
848.0,4487.0,291.0,961.0,1232.0,1816.0,5143.0,988.0,1382.0,2705.0,3124.0,8238.0,1022.0,4036.0,5088.0,8212.0,54259.0,12886.0,6600.0,12815.0,1494.0,1634.0,553.0,880.0,435.0,14.0,3.0,0.0,0.0,0.0
721.0,9321.0,220.0,1066.0,1576.0,1863.0,4231.0,1092.0,1371.0,2430.0,2945.0,6230.0,1715.0,1783.0,6958.0,10584.0,62018.0,12371.0,8525.0,20162.0,1019.0,1706.0,435.0,774.0,990.0,14.0,0.0,0.0,0.0,0.0
319.0,3404.0,165.0,414.0,796.0,840.0,2819.0,688.0,554.0,1174.0,1667.0,4095.0,3528.0,2134.0,3625.0,4642.0,30158.0,21503.0,8432.0,11459.0,382.0,1731.0,285.0,457.0,310.0,14.0,3.0,0.0,0.0,0.0
30.0,2013.0,0.0,0.0,25.0,31.0,197.0,8.0,0.0,30.0,86.0,476.0,230.0,0.0,153.0,702.0,19082.0,190.0,0.0,800.0,42.0,66.0,8.0,0.0,55.0,22.0,0.0,0.0,0.0,0.0
