ALCALINAS_BOGOTÁ,ALCALINAS_CENTRO,ALCALINAS_NORTE,ALCALINAS_SANTANDER,ALCALINAS_SUR,BOMBILLOS_BOGOTÁ,BOMBILLOS_CENTRO,BOMBILLOS_NORTE,BOMBILLOS_SANTANDER,BOMBILLOS_SUR,ENCENDEDORES_BOGOTÁ,ENCENDEDORES_CENTRO,ENCENDEDORES_NORTE,ENCENDEDORES_SANTANDER,ENCENDEDORES_SUR,MANGANESO_BOGOTÁ,MANGANESO_CENTRO,MANGANESO_NORTE,MANGANESO_SANTANDER,MANGANESO_SUR,OTROS_BOGOTÁ,OTROS_CENTRO,OTROS_NORTE,OTROS_SANTANDER,OTROS_SUR,TERCEROS_BOGOTÁ,TERCEROS_CENTRO,TERCEROS_NORTE,TERCEROS_SANTANDER,TERCEROS_SUR
888.0,6270.0,323.0,703.0,1665.0,472.0,2453.0,303.0,321.0,744.0,2829.0,4388.0,781.0,622.0,4744.0,18670.0,83272.0,18815.0,10292.0,24837.0,2075.0,2234.0,171.0,632.0,843.0,0.0,0.0,0.0,0.0,0.0
793.0,8269.0,727.0,597.0,1542.0,518.0,3229.0,505.0,250.0,557.0,3022.0,7164.0,814.0,786.0,3426.0,13067.0,76268.0,22133.0,7409.0,31692.0,1789.0,2428.0,587.0,334.0,1141.0,0.0,0.0,0.0,0.0,0.0
838.0,5235.0,781.0,886.0,1289.0,896.0,1680.0,385.0,490.0,621.0,2521.0,5121.0,1152.0,985.0,2978.0,19482.0,55820.0,24196.0,14143.0,25628.0,1794.0,2660.0,275.0,941.0,886.0,0.0,0.0,0.0,0.0,0.0
0.0,765.0,0.0,200.0,80.0,0.0,102.0,0.0,55.0,28.0,0.0,80.0,0.0,0.0,232.0,0.0,2429.0,0.0,0.0,1658.0,0.0,36.0,0.0,71.0,33.0,0.0,0.0,0.0,0.0,0.0
1093.0,3872.0,695.0,533.0,758.0,756.0,1173.0,155.0,256.0,577.0,3269.0,3520.0,282.0,804.0,1922.0,14612.0,59336.0,10673.0,8140.0,23335.0,1879.0,1643.0,194.0,764.0,684.0,0.0,0.0,0.0,0.0,0.0
995.0,6696.0,414.0,832.0,1172.0,736.0,2239.0,245.0,419.0,709.0,3627.0,5637.0,686.0,1018.0,4421.0,12798.0,76408.0,15677.0,11074.0,29260.0,1671.0,1843.0,473.0,733.0,1038.0,0.0,0.0,0.0,0.0,0.0
946.0,10747.0,180.0,635.0,1752.0,534.0,2448.0,198.0,403.0,804.0,2399.0,4547.0,802.0,1690.0,2441.0,13829.0,74896.0,11293.0,8426.0,37851.0,1607.0,2478.0,470.0,800.0,1201.0,0.0,0.0,0.0,0.0,0.0
1006.0,7039.0,459.0,618.0,1905.0,852.0,2603.0,238.0,254.0,759.0,2266.0,4841.0,1611.0,880.0,3041.0,15627.0,82719.0,17694.0,10259.0,28911.0,1913.0,3150.0,625.0,824.0,1087.0,0.0,0.0,0.0,0.0,0.0
784.0,10168.0,362.0,767.0,1382.0,413.0,1874.0,443.0,360.0,515.0,2377.0,7105.0,1560.0,1115.0,3545.0,10926.0,74480.0,22637.0,7882.0,26587.0,1336.0,2617.0,383.0,560.0,573.0,0.0,0.0,0.0,0.0,0.0
462.0,3402.0,305.0,55.0,768.0,326.0,1204.0,347.0,234.0,233.0,1393.0,3209.0,660.0,398.0,704.0,4311.0,40638.0,14899.0,2863.0,9068.0,844.0,1231.0,292.0,144.0,850.0,0.0,0.0,0.0,0.0,0.0
0.0,518.0,40.0,0.0,232.0,0.0,405.0,38.0,0.0,197.0,0.0,668.0,140.0,0.0,547.0,0.0,4621.0,7549.0,0.0,5069.0,0.0,233.0,8.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0
990.0,5015.0,250.0,765.0,1032.0,616.0,1707.0,190.0,339.0,991.0,2422.0,4960.0,644.0,1189.0,3909.0,10038.0,45627.0,15664.0,6546.0,26024.0,1495.0,1973.0,191.0,488.0,932.0,0.0,0.0,0.0,0.0,0.0
923.0,7576.0,342.0,770.0,1410.0,395.0,1889.0,230.0,188.0,558.0,2774.0,6591.0,764.0,1059.0,5685.0,11624.0,75779.0,20738.0,9723.0,24393.0,1590.0,2162.0,220.0,438.0,991.0,0.0,0.0,0.0,0.0,0.0
1335.0,6715.0,582.0,794.0,2321.0,1022.0,1863.0,354.0,487.0,655.0,4457.0,4254.0,1408.0,969.0,4788.0,17701.0,93784.0,20741.0,7509.0,28541.0,1572.0,2410.0,394.0,596.0,706.0,0.0,0.0,0.0,0.0,0.0
680.0,6438.0,132.0,757.0,842.0,493.0,1694.0,166.0,327.0,261.0,1975.0,6450.0,288.0,1138.0,1636.0,10310.0,60632.0,7664.0,8492.0,23183.0,1340.0,1939.0,203.0,499.0,324.0,0.0,0.0,0.0,0.0,0.0
359.0,2895.0,13.0,446.0,781.0,390.0,1164.0,53.0,321.0,344.0,1788.0,3129.0,81.0,911.0,1949.0,8062.0,32005.0,1791.0,5250.0,13791.0,632.0,973.0,167.0,724.0,483.0,0.0,0.0,0.0,0.0,0.0
155.0,568.0,0.0,5.0,127.0,71.0,105.0,0.0,28.0,52.0,228.0,1098.0,0.0,137.0,571.0,3326.0,11227.0,0.0,2408.0,1373.0,111.0,99.0,0.0,19.0,94.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,41.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,302.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,86.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,80.0,19950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,16.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,1160.0,6.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,216.0,40.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,60.0,0.0,0.0,0.0,3.0,20.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,703.0,80.0,437.0,324.0,0.0,336.0,23.0,279.0,478.0,96.0,1124.0,201.0,762.0,892.0,679.0,9536.0,1557.0,2621.0,6149.0,40.0,601.0,156.0,304.0,372.0,0.0,0.0,0.0,0.0,0.0
312.0,5363.0,372.0,241.0,670.0,378.0,2234.0,232.0,267.0,585.0,1506.0,4815.0,1094.0,733.0,1817.0,3754.0,41049.0,9243.0,6686.0,11174.0,669.0,1969.0,438.0,649.0,557.0,0.0,0.0,0.0,0.0,0.0
771.0,4555.0,376.0,633.0,804.0,641.0,2833.0,289.0,557.0,765.0,1826.0,5290.0,831.0,1228.0,1950.0,6156.0,41580.0,9480.0,9312.0,11268.0,1024.0,2470.0,305.0,608.0,603.0,0.0,0.0,0.0,0.0,0.0
686.0,4764.0,587.0,453.0,1251.0,559.0,2166.0,326.0,382.0,783.0,1673.0,6876.0,740.0,1052.0,3742.0,6755.0,47440.0,23829.0,6667.0,17170.0,939.0,1800.0,360.0,757.0,1000.0,0.0,0.0,0.0,0.0,0.0
413.0,2700.0,496.0,568.0,1136.0,417.0,1210.0,340.0,291.0,583.0,1434.0,2440.0,1504.0,509.0,2264.0,6740.0,30020.0,18093.0,7103.0,12243.0,646.0,1278.0,936.0,522.0,715.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,600.0,0.0,0.0,846.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
490.0,1758.0,175.0,358.0,980.0,595.0,1639.0,198.0,233.0,529.0,2136.0,3683.0,843.0,997.0,1962.0,7412.0,22864.0,8608.0,6203.0,13376.0,2000.0,1772.0,314.0,506.0,612.0,0.0,0.0,0.0,0.0,0.0
585.0,4128.0,288.0,464.0,1352.0,568.0,2260.0,216.0,335.0,674.0,1800.0,3505.0,1010.0,955.0,2409.0,6237.0,43440.0,11485.0,5501.0,13039.0,1175.0,1723.0,303.0,635.0,710.0,0.0,0.0,0.0,0.0,0.0
665.0,3934.0,291.0,813.0,1007.0,528.0,2685.0,208.0,555.0,627.0,2462.0,5582.0,717.0,977.0,2709.0,5791.0,43029.0,10419.0,7101.0,14386.0,1195.0,2174.0,430.0,765.0,1073.0,0.0,0.0,0.0,0.0,0.0
662.0,8130.0,239.0,872.0,917.0,533.0,2325.0,441.0,565.0,705.0,1942.0,5122.0,1665.0,1138.0,2071.0,7282.0,45494.0,23366.0,9263.0,15425.0,1155.0,2785.0,609.0,746.0,733.0,0.0,0.0,0.0,0.0,0.0
523.0,2990.0,436.0,980.0,489.0,429.0,1549.0,185.0,534.0,598.0,2087.0,3628.0,1855.0,1764.0,1936.0,6796.0,52625.0,13318.0,6469.0,13510.0,1021.0,1821.0,641.0,954.0,567.0,0.0,0.0,0.0,0.0,0.0
132.0,655.0,50.0,56.0,0.0,249.0,637.0,23.0,155.0,68.0,1823.0,1938.0,1187.0,369.0,200.0,4739.0,13903.0,1862.0,766.0,220.0,1128.0,687.0,56.0,191.0,12.0,0.0,0.0,0.0,0.0,0.0
0.0,32.0,0.0,0.0,70.0,0.0,66.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,84.0,0.0,408.0,0.0,0.0,426.0,0.0,92.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
442.0,3726.0,354.0,544.0,1037.0,441.0,2096.0,521.0,215.0,636.0,2028.0,6839.0,1835.0,2652.0,5918.0,5399.0,52217.0,10792.0,5555.0,17241.0,1538.0,1477.0,432.0,614.0,736.0,0.0,0.0,0.0,0.0,0.0
483.0,3933.0,512.0,661.0,964.0,551.0,1957.0,170.0,214.0,658.0,3240.0,10417.0,1672.0,2083.0,4804.0,6075.0,40248.0,10113.0,5974.0,15783.0,975.0,2532.0,378.0,695.0,1318.0,0.0,0.0,0.0,0.0,0.0
571.0,3506.0,291.0,505.0,1155.0,502.0,2252.0,185.0,421.0,777.0,4233.0,7474.0,3101.0,3874.0,4208.0,5923.0,41922.0,10028.0,7955.0,13504.0,1282.0,2626.0,379.0,926.0,673.0,0.0,0.0,0.0,0.0,0.0
347.0,3214.0,339.0,845.0,947.0,354.0,1721.0,184.0,413.0,540.0,3848.0,10458.0,1756.0,2898.0,3765.0,5582.0,35385.0,15452.0,6973.0,12886.0,1166.0,2325.0,268.0,901.0,576.0,0.0,0.0,0.0,0.0,0.0
638.0,2595.0,500.0,771.0,803.0,904.0,1366.0,425.0,475.0,451.0,7230.0,4632.0,3395.0,2710.0,4126.0,8271.0,35920.0,23634.0,9000.0,10542.0,2269.0,1987.0,507.0,806.0,1044.0,0.0,0.0,0.0,0.0,0.0
141.0,105.0,33.0,166.0,13.0,28.0,46.0,50.0,66.0,223.0,544.0,91.0,930.0,615.0,331.0,1210.0,478.0,2303.0,1596.0,1453.0,191.0,75.0,97.0,92.0,102.0,0.0,0.0,0.0,0.0,0.0
392.0,2383.0,80.0,502.0,557.0,489.0,1208.0,91.0,587.0,690.0,3452.0,7340.0,2353.0,2708.0,3611.0,6464.0,23206.0,5870.0,3773.0,9490.0,1213.0,1591.0,394.0,559.0,944.0,0.0,0.0,0.0,0.0,0.0
281.0,8969.0,200.0,275.0,645.0,469.0,1978.0,110.0,317.0,744.0,3303.0,8230.0,1877.0,2556.0,3278.0,3920.0,33366.0,8703.0,4012.0,8225.0,1202.0,2065.0,594.0,727.0,925.0,0.0,0.0,0.0,0.0,0.0
477.0,4046.0,211.0,580.0,1073.0,508.0,1924.0,446.0,500.0,563.0,3547.0,7547.0,3367.0,2621.0,4448.0,5739.0,41539.0,13676.0,4202.0,8376.0,1266.0,1358.0,360.0,738.0,1059.0,0.0,0.0,0.0,0.0,0.0
338.0,3297.0,127.0,513.0,680.0,325.0,1450.0,340.0,430.0,670.0,2712.0,6728.0,2116.0,4321.0,12141.0,5048.0,31125.0,9842.0,6736.0,12597.0,1610.0,1323.0,481.0,651.0,939.0,0.0,0.0,0.0,0.0,0.0
512.0,2434.0,469.0,274.0,670.0,475.0,961.0,273.0,183.0,482.0,4111.0,4488.0,2765.0,1456.0,5534.0,5219.0,40032.0,19888.0,3789.0,9058.0,979.0,1950.0,553.0,347.0,982.0,0.0,0.0,0.0,0.0,0.0
126.0,154.0,30.0,64.0,50.0,101.0,69.0,12.0,206.0,3.0,4262.0,374.0,92.0,616.0,218.0,2543.0,2334.0,2253.0,2698.0,1974.0,716.0,154.0,5.0,199.0,13.0,0.0,0.0,0.0,0.0,0.0
341.0,1538.0,201.0,409.0,925.0,552.0,953.0,243.0,179.0,541.0,4677.0,5654.0,2026.0,1233.0,3695.0,4460.0,18252.0,8356.0,3639.0,10127.0,1205.0,1343.0,343.0,518.0,904.0,0.0,0.0,0.0,0.0,0.0
330.0,2424.0,205.0,341.0,851.0,378.0,1618.0,270.0,347.0,735.0,3668.0,8544.0,3179.0,2030.0,4538.0,4965.0,39160.0,11678.0,3992.0,11641.0,1399.0,2361.0,493.0,558.0,772.0,0.0,0.0,0.0,0.0,0.0
424.0,3876.0,246.0,420.0,863.0,554.0,1465.0,162.0,455.0,665.0,3557.0,7092.0,1564.0,2143.0,4412.0,4916.0,47994.0,9746.0,7073.0,9392.0,1370.0,2237.0,570.0,630.0,892.0,0.0,0.0,0.0,0.0,0.0
438.0,3138.0,244.0,506.0,918.0,650.0,1382.0,216.0,482.0,893.0,4666.0,9221.0,1435.0,1852.0,4160.0,7664.0,28872.0,8162.0,4179.0,12340.0,1432.0,2278.0,720.0,739.0,809.0,0.0,0.0,0.0,0.0,0.0
418.0,2742.0,293.0,461.0,477.0,484.0,1188.0,346.0,345.0,357.0,4660.0,4319.0,2637.0,3137.0,2924.0,5410.0,22997.0,10198.0,4752.0,11704.0,996.0,2455.0,286.0,1142.0,503.0,0.0,0.0,0.0,0.0,0.0
277.0,70.0,42.0,1.0,0.0,160.0,60.0,74.0,32.0,28.0,1983.0,322.0,768.0,241.0,0.0,4278.0,1154.0,1377.0,240.0,0.0,463.0,87.0,80.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452.0,2559.0,153.0,404.0,566.0,392.0,1321.0,155.0,380.0,577.0,3077.0,5917.0,1335.0,1118.0,3033.0,4728.0,24616.0,5725.0,4109.0,8361.0,1332.0,1714.0,362.0,476.0,752.0,0.0,0.0,0.0,0.0,0.0
615.0,3315.0,178.0,306.0,688.0,404.0,1859.0,262.0,236.0,482.0,3832.0,5991.0,1752.0,878.0,3417.0,6256.0,26957.0,14163.0,3247.0,10375.0,1633.0,1437.0,340.0,834.0,591.0,0.0,0.0,0.0,0.0,0.0
466.0,4586.0,281.0,308.0,959.0,710.0,1953.0,139.0,237.0,652.0,3439.0,5581.0,1071.0,1042.0,3411.0,4895.0,39354.0,8696.0,3789.0,10781.0,1465.0,1878.0,379.0,627.0,985.0,0.0,0.0,0.0,0.0,0.0
461.0,2089.0,323.0,696.0,1565.0,777.0,1226.0,125.0,245.0,419.0,3455.0,5639.0,2436.0,1143.0,2982.0,5674.0,35945.0,9957.0,5029.0,11167.0,1466.0,1587.0,468.0,403.0,754.0,0.0,0.0,0.0,0.0,0.0
652.0,2064.0,164.0,559.0,746.0,998.0,1194.0,259.0,266.0,513.0,4828.0,4845.0,1281.0,2427.0,4333.0,8809.0,22735.0,10354.0,4348.0,9354.0,2278.0,1648.0,359.0,579.0,645.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,160.0,65.0,30.0,0.0,0.0,357.0,25.0,34.0,0.0,0.0,552.0,500.0,165.0,0.0,0.0,2767.0,907.0,634.0,0.0,0.0,18.0,34.0,29.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
418.0,6172.0,127.0,342.0,1068.0,910.0,1191.0,264.0,494.0,652.0,3362.0,5170.0,1587.0,1250.0,2140.0,5815.0,25088.0,7262.0,3202.0,7734.0,977.0,1152.0,456.0,391.0,571.0,0.0,0.0,0.0,0.0,0.0
315.0,2526.0,352.0,423.0,959.0,821.0,1439.0,217.0,209.0,585.0,2729.0,5388.0,1093.0,1060.0,3525.0,5316.0,28000.0,9618.0,4790.0,10779.0,991.0,1375.0,257.0,710.0,740.0,0.0,0.0,0.0,0.0,0.0
665.0,3965.0,339.0,456.0,804.0,933.0,1639.0,291.0,368.0,603.0,2779.0,5456.0,1103.0,1101.0,3178.0,6429.0,27732.0,11212.0,4614.0,7968.0,1259.0,1702.0,836.0,784.0,548.0,0.0,0.0,0.0,0.0,0.0
533.0,4085.0,306.0,692.0,760.0,608.0,1623.0,426.0,484.0,641.0,3136.0,5857.0,902.0,2382.0,5116.0,7507.0,32174.0,9551.0,5830.0,7392.0,1247.0,1777.0,548.0,903.0,556.0,0.0,0.0,0.0,0.0,0.0
299.0,1960.0,215.0,343.0,645.0,760.0,1360.0,161.0,144.0,373.0,3113.0,3107.0,837.0,1127.0,2856.0,4706.0,19168.0,11375.0,5385.0,9232.0,1179.0,1160.0,390.0,365.0,410.0,0.0,0.0,0.0,0.0,0.0
163.0,0.0,161.0,82.0,0.0,182.0,0.0,126.0,117.0,1.0,1305.0,0.0,1002.0,108.0,1736.0,3408.0,60.0,10176.0,542.0,60.0,716.0,0.0,373.0,99.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573.0,6664.0,157.0,352.0,554.0,1179.0,1234.0,240.0,249.0,363.0,3241.0,4096.0,1893.0,1233.0,2220.0,6416.0,20775.0,13825.0,3163.0,11636.0,1522.0,1084.0,299.0,517.0,550.0,0.0,0.0,0.0,0.0,0.0
522.0,3306.0,382.0,512.0,1244.0,1403.0,1367.0,374.0,295.0,703.0,2231.0,5178.0,1408.0,2176.0,3249.0,5391.0,27932.0,8346.0,4010.0,8614.0,1031.0,1559.0,444.0,721.0,794.0,0.0,0.0,0.0,0.0,0.0
439.0,3492.0,123.0,258.0,1050.0,1016.0,1500.0,188.0,215.0,740.0,2036.0,6120.0,1377.0,1180.0,2996.0,4273.0,28179.0,11340.0,3960.0,10301.0,1069.0,1663.0,249.0,583.0,726.0,0.0,0.0,0.0,0.0,0.0
549.0,3052.0,136.0,561.0,731.0,1324.0,1594.0,167.0,342.0,545.0,3703.0,3720.0,1267.0,1630.0,3591.0,7789.0,42911.0,7735.0,6480.0,14097.0,1386.0,1065.0,394.0,886.0,534.0,0.0,0.0,0.0,0.0,0.0
748.0,2508.0,84.0,644.0,585.0,1600.0,1135.0,96.0,281.0,411.0,3542.0,4457.0,831.0,1029.0,3048.0,9058.0,28113.0,4514.0,5950.0,14054.0,1881.0,1825.0,236.0,493.0,714.0,0.0,0.0,0.0,0.0,0.0
0.0,120.0,72.0,3.0,35.0,0.0,114.0,34.0,44.0,57.0,0.0,241.0,252.0,236.0,720.0,0.0,1264.0,1931.0,87.0,829.0,0.0,91.0,91.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0
0.0,34.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442.0,2418.0,116.0,113.0,392.0,1051.0,854.0,54.0,233.0,686.0,2584.0,3172.0,497.0,1256.0,3661.0,4695.0,18960.0,1842.0,5112.0,7533.0,1593.0,1276.0,26.0,212.0,710.0,0.0,0.0,0.0,0.0,0.0
467.0,3207.0,33.0,441.0,562.0,676.0,918.0,49.0,300.0,387.0,2945.0,4693.0,222.0,1672.0,3094.0,5441.0,31191.0,1089.0,4491.0,9017.0,1464.0,2167.0,33.0,500.0,769.0,0.0,0.0,0.0,0.0,0.0
288.0,3251.0,235.0,460.0,796.0,1086.0,1537.0,136.0,304.0,723.0,2443.0,5089.0,921.0,1378.0,3529.0,4964.0,32726.0,6644.0,4234.0,9685.0,1204.0,2445.0,241.0,598.0,1331.0,0.0,0.0,0.0,0.0,0.0
457.0,2436.0,257.0,761.0,923.0,857.0,898.0,238.0,381.0,564.0,3727.0,3431.0,1279.0,2037.0,2990.0,4851.0,22646.0,8989.0,8615.0,9527.0,1118.0,2650.0,282.0,616.0,906.0,0.0,0.0,0.0,0.0,0.0
448.0,1493.0,372.0,510.0,915.0,783.0,829.0,139.0,387.0,378.0,2843.0,3938.0,1326.0,1300.0,4034.0,9084.0,19896.0,10430.0,4721.0,11518.0,1385.0,1560.0,254.0,838.0,1080.0,0.0,0.0,0.0,0.0,0.0
83.0,130.0,196.0,64.0,204.0,398.0,40.0,114.0,41.0,77.0,1303.0,243.0,1373.0,2648.0,549.0,2049.0,1228.0,9416.0,1154.0,6053.0,949.0,66.0,386.0,616.0,187.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1698.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480.0,2583.0,21.0,504.0,659.0,800.0,1575.0,116.0,452.0,510.0,2615.0,4249.0,934.0,1575.0,2127.0,5855.0,21587.0,7369.0,4334.0,8758.0,1765.0,1820.0,142.0,429.0,914.0,0.0,0.0,0.0,0.0,0.0
370.0,2658.0,364.0,142.0,617.0,835.0,1465.0,181.0,309.0,797.0,2450.0,3316.0,1625.0,1212.0,4450.0,5342.0,23471.0,8500.0,2706.0,8571.0,1495.0,2190.0,486.0,612.0,701.0,0.0,0.0,0.0,0.0,0.0
305.0,3284.0,443.0,509.0,954.0,667.0,1507.0,273.0,736.0,700.0,2053.0,4009.0,1492.0,1589.0,3346.0,7443.0,38095.0,6329.0,7093.0,9938.0,1435.0,1788.0,354.0,611.0,843.0,0.0,0.0,0.0,0.0,0.0
253.0,3267.0,103.0,262.0,761.0,735.0,1521.0,463.0,480.0,807.0,2086.0,4287.0,673.0,1108.0,3492.0,6534.0,31658.0,9926.0,3988.0,11108.0,1384.0,2097.0,328.0,539.0,863.0,0.0,0.0,0.0,0.0,0.0
314.0,2183.0,468.0,248.0,611.0,661.0,1000.0,213.0,346.0,403.0,2594.0,2709.0,1463.0,884.0,3490.0,5103.0,23360.0,18812.0,4587.0,11271.0,905.0,2158.0,574.0,591.0,941.0,0.0,0.0,0.0,0.0,0.0
110.0,0.0,200.0,84.0,0.0,252.0,9.0,280.0,95.0,0.0,571.0,5.0,509.0,311.0,0.0,2184.0,80.0,2872.0,589.0,0.0,460.0,26.0,197.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
357.0,2415.0,179.0,239.0,475.0,980.0,1119.0,352.0,177.0,593.0,2832.0,3902.0,1075.0,1363.0,3259.0,6961.0,25372.0,7406.0,3440.0,12676.0,1088.0,1885.0,408.0,481.0,581.0,0.0,0.0,0.0,0.0,0.0
514.0,2504.0,310.0,266.0,644.0,894.0,1657.0,278.0,541.0,659.0,2711.0,3920.0,1759.0,1624.0,3984.0,4582.0,31406.0,11128.0,3404.0,10545.0,1737.0,1713.0,348.0,422.0,781.0,0.0,0.0,0.0,0.0,0.0
466.0,2868.0,283.0,770.0,826.0,602.0,1563.0,325.0,395.0,623.0,2994.0,3466.0,3235.0,1454.0,2472.0,6095.0,42410.0,10863.0,6886.0,9919.0,1246.0,1610.0,666.0,1040.0,785.0,0.0,0.0,0.0,0.0,0.0
422.0,11633.0,449.0,458.0,894.0,680.0,1366.0,381.0,331.0,675.0,2999.0,4435.0,2040.0,1277.0,3362.0,7616.0,29085.0,16745.0,5589.0,8747.0,1579.0,1573.0,411.0,526.0,665.0,0.0,0.0,0.0,0.0,0.0
556.0,2273.0,201.0,460.0,502.0,1249.0,1056.0,417.0,459.0,735.0,3994.0,3194.0,1369.0,2955.0,4121.0,8508.0,20362.0,10569.0,5629.0,7541.0,2134.0,1228.0,534.0,431.0,810.0,0.0,0.0,0.0,0.0,0.0
0.0,80.0,43.0,0.0,0.0,0.0,128.0,49.0,1.0,6.0,0.0,372.0,174.0,0.0,0.0,0.0,1942.0,1618.0,210.0,2.0,0.0,84.0,45.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,30.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,820.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,483.0,0.0,0.0,40.0,0.0,391.0,0.0,0.0,20.0,0.0,737.0,0.0,0.0,69.0,0.0,4000.0,0.0,0.0,144.0,0.0,285.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
243.0,3247.0,84.0,384.0,1263.0,1021.0,1413.0,265.0,182.0,650.0,3489.0,4314.0,1478.0,2137.0,3301.0,4783.0,44188.0,13871.0,4493.0,11921.0,1390.0,1548.0,376.0,481.0,774.0,0.0,0.0,0.0,0.0,0.0
334.0,3292.0,312.0,340.0,879.0,576.0,1650.0,250.0,293.0,757.0,3301.0,4446.0,1128.0,2215.0,3039.0,7756.0,26944.0,9438.0,4375.0,12589.0,1573.0,1499.0,485.0,751.0,916.0,0.0,0.0,0.0,0.0,0.0
485.0,2714.0,509.0,505.0,1127.0,458.0,1264.0,235.0,335.0,1060.0,2974.0,4576.0,1706.0,1600.0,4538.0,4697.0,31322.0,10906.0,5035.0,12885.0,1468.0,1900.0,597.0,770.0,974.0,0.0,0.0,0.0,0.0,0.0
508.0,5450.0,257.0,481.0,1001.0,670.0,1081.0,323.0,422.0,634.0,2727.0,6369.0,1627.0,1196.0,2734.0,6938.0,41481.0,9387.0,8193.0,11758.0,1862.0,1746.0,350.0,649.0,1010.0,0.0,0.0,0.0,0.0,0.0
717.0,1218.0,164.0,410.0,360.0,612.0,900.0,292.0,409.0,460.0,3661.0,2893.0,949.0,1415.0,1758.0,7998.0,15313.0,12778.0,4458.0,7680.0,2024.0,847.0,540.0,672.0,729.0,0.0,0.0,0.0,0.0,0.0
