bill_date,ALCALINAS,BOMBILLOS,ENCENDEDORES,MANGANESO,OTROS,TERCEROS,month,year,year_month,date
2018-09-14 05:00:00+00:00,4081.0,2154.0,9291.0,59560.0,4278.0,0.0,9,2018,2018-09-01,2018-09-14
2018-09-15 05:00:00+00:00,808.0,741.0,7907.0,18280.0,1497.0,0.0,9,2018,2018-09-01,2018-09-15
2018-09-16 05:00:00+00:00,549.0,133.0,454.0,2891.0,237.0,0.0,9,2018,2018-09-01,2018-09-16
2018-09-17 05:00:00+00:00,2966.0,2517.0,12006.0,45817.0,2647.0,0.0,9,2018,2018-09-01,2018-09-17
2018-09-18 05:00:00+00:00,3840.0,3592.0,12398.0,59236.0,3793.0,0.0,9,2018,2018-09-01,2018-09-18
2018-09-19 05:00:00+00:00,5542.0,2451.0,13174.0,66124.0,4928.0,0.0,9,2018,2018-09-01,2018-09-19
2018-09-20 05:00:00+00:00,9729.0,2552.0,12021.0,56985.0,4856.0,0.0,9,2018,2018-09-01,2018-09-20
2018-09-21 05:00:00+00:00,4267.0,2248.0,12330.0,54606.0,4044.0,0.0,9,2018,2018-09-01,2018-09-21
2018-09-22 05:00:00+00:00,874.0,703.0,3242.0,20344.0,895.0,0.0,9,2018,2018-09-01,2018-09-22
2018-09-23 05:00:00+00:00,28.0,23.0,120.0,566.0,28.0,0.0,9,2018,2018-09-01,2018-09-23
2018-09-24 05:00:00+00:00,7117.0,2781.0,12259.0,49453.0,3875.0,0.0,9,2018,2018-09-01,2018-09-24
2018-09-25 05:00:00+00:00,5022.0,3027.0,15202.0,63077.0,5284.0,0.0,9,2018,2018-09-01,2018-09-25
2018-09-26 05:00:00+00:00,4413.0,2684.0,12021.0,57440.0,4240.0,0.0,9,2018,2018-09-01,2018-09-26
2018-09-27 05:00:00+00:00,4533.0,2207.0,13604.0,54386.0,4121.0,0.0,9,2018,2018-09-01,2018-09-27
2018-09-28 05:00:00+00:00,3350.0,2442.0,10051.0,59243.0,3558.0,0.0,9,2018,2018-09-01,2018-09-28
2018-09-29 05:00:00+00:00,676.0,682.0,2377.0,11720.0,792.0,0.0,9,2018,2018-09-01,2018-09-29
2018-10-01 05:00:00+00:00,2630.0,2292.0,12014.0,37460.0,2655.0,0.0,10,2018,2018-10-01,2018-10-01
2018-10-02 05:00:00+00:00,4171.0,2807.0,14292.0,49436.0,4909.0,0.0,10,2018,2018-10-01,2018-10-02
2018-10-03 05:00:00+00:00,4328.0,3050.0,13484.0,50924.0,3952.0,0.0,10,2018,2018-10-01,2018-10-03
2018-10-04 05:00:00+00:00,5929.0,2871.0,15922.0,61272.0,4160.0,0.0,10,2018,2018-10-01,2018-10-04
2018-10-05 05:00:00+00:00,3518.0,2349.0,10987.0,59991.0,3767.0,0.0,10,2018,2018-10-01,2018-10-05
2018-10-06 05:00:00+00:00,452.0,511.0,1600.0,13396.0,521.0,0.0,10,2018,2018-10-01,2018-10-06
2018-10-08 05:00:00+00:00,2610.0,2401.0,11291.0,42016.0,3341.0,0.0,10,2018,2018-10-01,2018-10-08
2018-10-09 05:00:00+00:00,5431.0,2840.0,12389.0,58690.0,5111.0,0.0,10,2018,2018-10-01,2018-10-09
2018-10-10 05:00:00+00:00,4229.0,2606.0,12248.0,59262.0,4043.0,0.0,10,2018,2018-10-01,2018-10-10
2018-10-11 05:00:00+00:00,4950.0,2401.0,14529.0,70493.0,4769.0,0.0,10,2018,2018-10-01,2018-10-11
2018-10-12 05:00:00+00:00,4843.0,2488.0,13245.0,82868.0,3440.0,0.0,10,2018,2018-10-01,2018-10-12
2018-10-13 05:00:00+00:00,376.0,283.0,1438.0,6730.0,424.0,0.0,10,2018,2018-10-01,2018-10-13
2018-10-15 05:00:00+00:00,168.0,92.0,320.0,1921.0,135.0,0.0,10,2018,2018-10-01,2018-10-15
2018-10-16 05:00:00+00:00,9521.0,2464.0,13984.0,46930.0,4099.0,0.0,10,2018,2018-10-01,2018-10-16
2018-10-17 05:00:00+00:00,4240.0,2796.0,12393.0,63938.0,4838.0,0.0,10,2018,2018-10-01,2018-10-17
2018-10-18 05:00:00+00:00,5151.0,2746.0,12828.0,59611.0,4722.0,0.0,10,2018,2018-10-01,2018-10-18
2018-10-19 05:00:00+00:00,5202.0,2765.0,11920.0,83063.0,4238.0,0.0,10,2018,2018-10-01,2018-10-19
2018-10-20 05:00:00+00:00,2403.0,1923.0,9304.0,58143.0,2844.0,0.0,10,2018,2018-10-01,2018-10-20
2018-10-21 05:00:00+00:00,10.0,34.0,218.0,265.0,82.0,0.0,10,2018,2018-10-01,2018-10-21
2018-10-22 05:00:00+00:00,3610.0,2572.0,10879.0,57247.0,3604.0,0.0,10,2018,2018-10-01,2018-10-22
2018-10-23 05:00:00+00:00,8074.0,3022.0,13746.0,56333.0,5038.0,0.0,10,2018,2018-10-01,2018-10-23
2018-10-24 05:00:00+00:00,5149.0,2710.0,10715.0,65159.0,4138.0,0.0,10,2018,2018-10-01,2018-10-24
2018-10-25 05:00:00+00:00,5445.0,2651.0,9431.0,67850.0,4277.0,0.0,10,2018,2018-10-01,2018-10-25
2018-10-26 05:00:00+00:00,4288.0,2271.0,7062.0,63434.0,3334.0,0.0,10,2018,2018-10-01,2018-10-26
2018-10-27 05:00:00+00:00,887.0,737.0,2623.0,14904.0,488.0,0.0,10,2018,2018-10-01,2018-10-27
2018-10-28 05:00:00+00:00,10.0,0.0,0.0,30.0,0.0,0.0,10,2018,2018-10-01,2018-10-28
2018-10-29 05:00:00+00:00,2771.0,2061.0,7642.0,45322.0,2785.0,0.0,10,2018,2018-10-01,2018-10-29
2018-10-30 05:00:00+00:00,5993.0,2858.0,9587.0,80038.0,4871.0,0.0,10,2018,2018-10-01,2018-10-30
2018-10-31 05:00:00+00:00,5898.0,3061.0,10358.0,81998.0,4676.0,0.0,10,2018,2018-10-01,2018-10-31
2018-11-01 05:00:00+00:00,5349.0,3110.0,8829.0,70128.0,4755.0,0.0,11,2018,2018-11-01,2018-11-01
2018-11-02 05:00:00+00:00,5951.0,2639.0,8456.0,77068.0,3801.0,0.0,11,2018,2018-11-01,2018-11-02
2018-11-03 05:00:00+00:00,1166.0,554.0,1362.0,9942.0,672.0,0.0,11,2018,2018-11-01,2018-11-03
2018-11-04 05:00:00+00:00,20.0,61.0,173.0,432.0,47.0,0.0,11,2018,2018-11-01,2018-11-04
2018-11-05 05:00:00+00:00,483.0,380.0,888.0,4614.0,262.0,0.0,11,2018,2018-11-01,2018-11-05
2018-11-06 05:00:00+00:00,3787.0,3339.0,8544.0,59060.0,4151.0,0.0,11,2018,2018-11-01,2018-11-06
2018-11-07 05:00:00+00:00,5537.0,2887.0,10254.0,63978.0,5714.0,0.0,11,2018,2018-11-01,2018-11-07
2018-11-08 05:00:00+00:00,6249.0,3399.0,9579.0,67028.0,5328.0,0.0,11,2018,2018-11-01,2018-11-08
2018-11-09 05:00:00+00:00,4907.0,3045.0,10299.0,89352.0,5654.0,0.0,11,2018,2018-11-01,2018-11-09
2018-11-10 05:00:00+00:00,2548.0,2024.0,7560.0,65581.0,3505.0,0.0,11,2018,2018-11-01,2018-11-10
2018-11-11 05:00:00+00:00,0.0,0.0,0.0,260.0,1.0,0.0,11,2018,2018-11-01,2018-11-11
2018-11-12 05:00:00+00:00,320.0,137.0,448.0,3401.0,151.0,0.0,11,2018,2018-11-01,2018-11-12
2018-11-13 05:00:00+00:00,5273.0,3486.0,9153.0,60531.0,3988.0,0.0,11,2018,2018-11-01,2018-11-13
2018-11-14 05:00:00+00:00,5806.0,3688.0,10556.0,67189.0,4850.0,0.0,11,2018,2018-11-01,2018-11-14
2018-11-15 05:00:00+00:00,5840.0,3688.0,12322.0,81364.0,5418.0,0.0,11,2018,2018-11-01,2018-11-15
2018-11-16 05:00:00+00:00,8271.0,4505.0,12427.0,106352.0,4941.0,0.0,11,2018,2018-11-01,2018-11-16
2018-11-17 05:00:00+00:00,3712.0,2498.0,8771.0,74166.0,3885.0,0.0,11,2018,2018-11-01,2018-11-17
2018-11-19 05:00:00+00:00,4328.0,2672.0,7635.0,68998.0,3460.0,0.0,11,2018,2018-11-01,2018-11-19
2018-11-20 05:00:00+00:00,6752.0,3308.0,9422.0,102333.0,4699.0,0.0,11,2018,2018-11-01,2018-11-20
2018-11-21 05:00:00+00:00,10068.0,3492.0,11950.0,91692.0,4978.0,0.0,11,2018,2018-11-01,2018-11-21
2018-11-22 05:00:00+00:00,6139.0,3896.0,11713.0,125450.0,4973.0,0.0,11,2018,2018-11-01,2018-11-22
2018-11-23 05:00:00+00:00,4750.0,3152.0,10236.0,75888.0,4454.0,0.0,11,2018,2018-11-01,2018-11-23
2018-11-24 05:00:00+00:00,471.0,1136.0,1794.0,10131.0,959.0,0.0,11,2018,2018-11-01,2018-11-24
2018-11-25 05:00:00+00:00,11.0,23.0,182.0,1000.0,92.0,0.0,11,2018,2018-11-01,2018-11-25
2018-11-26 05:00:00+00:00,8850.0,2908.0,9504.0,73695.0,5008.0,0.0,11,2018,2018-11-01,2018-11-26
2018-11-27 05:00:00+00:00,6467.0,3397.0,10863.0,91512.0,6307.0,0.0,11,2018,2018-11-01,2018-11-27
2018-11-28 05:00:00+00:00,6605.0,3150.0,11724.0,80081.0,5741.0,0.0,11,2018,2018-11-01,2018-11-28
2018-11-29 05:00:00+00:00,5572.0,3109.0,10612.0,91494.0,5095.0,0.0,11,2018,2018-11-01,2018-11-29
2018-11-30 05:00:00+00:00,5987.0,2808.0,10345.0,81959.0,5260.0,0.0,11,2018,2018-11-01,2018-11-30
2018-12-01 05:00:00+00:00,696.0,482.0,3745.0,23902.0,986.0,0.0,12,2018,2018-12-01,2018-12-01
2018-12-02 05:00:00+00:00,21.0,24.0,0.0,469.0,13.0,0.0,12,2018,2018-12-01,2018-12-02
2018-12-03 05:00:00+00:00,6799.0,3319.0,12728.0,87983.0,4737.0,0.0,12,2018,2018-12-01,2018-12-03
2018-12-04 05:00:00+00:00,8126.0,3657.0,10197.0,131059.0,5492.0,0.0,12,2018,2018-12-01,2018-12-04
2018-12-05 05:00:00+00:00,9859.0,4293.0,13364.0,155946.0,5962.0,0.0,12,2018,2018-12-01,2018-12-05
2018-12-06 05:00:00+00:00,11948.0,5059.0,15212.0,150569.0,6281.0,0.0,12,2018,2018-12-01,2018-12-06
2018-12-07 05:00:00+00:00,9029.0,4074.0,12757.0,139309.0,6556.0,0.0,12,2018,2018-12-01,2018-12-07
2018-12-08 05:00:00+00:00,1045.0,185.0,312.0,4087.0,140.0,0.0,12,2018,2018-12-01,2018-12-08
2018-12-10 05:00:00+00:00,6951.0,2926.0,9800.0,116096.0,5164.0,0.0,12,2018,2018-12-01,2018-12-10
2018-12-11 05:00:00+00:00,10109.0,4406.0,15821.0,146177.0,5761.0,0.0,12,2018,2018-12-01,2018-12-11
2018-12-12 05:00:00+00:00,14260.0,4393.0,11879.0,146295.0,6560.0,0.0,12,2018,2018-12-01,2018-12-12
2018-12-13 05:00:00+00:00,11027.0,4706.0,12639.0,155210.0,7603.0,0.0,12,2018,2018-12-01,2018-12-13
2018-12-14 05:00:00+00:00,13463.0,3607.0,15702.0,142585.0,5511.0,0.0,12,2018,2018-12-01,2018-12-14
2018-12-15 05:00:00+00:00,4992.0,2344.0,6364.0,71779.0,3361.0,0.0,12,2018,2018-12-01,2018-12-15
2018-12-16 05:00:00+00:00,790.0,640.0,1355.0,17239.0,596.0,0.0,12,2018,2018-12-01,2018-12-16
2018-12-17 05:00:00+00:00,8082.0,3849.0,13165.0,103991.0,5085.0,0.0,12,2018,2018-12-01,2018-12-17
2018-12-18 05:00:00+00:00,11021.0,3270.0,16873.0,142641.0,5410.0,0.0,12,2018,2018-12-01,2018-12-18
2018-12-19 05:00:00+00:00,11758.0,4385.0,15876.0,168396.0,5699.0,0.0,12,2018,2018-12-01,2018-12-19
2018-12-20 05:00:00+00:00,8849.0,2941.0,11487.0,110281.0,4314.0,0.0,12,2018,2018-12-01,2018-12-20
2018-12-21 05:00:00+00:00,4494.0,2272.0,7858.0,60899.0,2982.0,0.0,12,2018,2018-12-01,2018-12-21
2018-12-22 05:00:00+00:00,855.0,256.0,2034.0,18334.0,323.0,0.0,12,2018,2018-12-01,2018-12-22
2018-12-23 05:00:00+00:00,4.0,0.0,0.0,40.0,0.0,0.0,12,2018,2018-12-01,2018-12-23
2018-12-24 05:00:00+00:00,420.0,0.0,100.0,7302.0,0.0,0.0,12,2018,2018-12-01,2018-12-24
2018-12-26 05:00:00+00:00,43.0,0.0,1.0,346.0,18.0,0.0,12,2018,2018-12-01,2018-12-26
2018-12-27 05:00:00+00:00,96.0,228.0,24.0,20030.0,7.0,0.0,12,2018,2018-12-01,2018-12-27
2018-12-28 05:00:00+00:00,0.0,0.0,0.0,120.0,1.0,0.0,12,2018,2018-12-01,2018-12-28
2019-01-02 05:00:00+00:00,36.0,10.0,154.0,1166.0,116.0,0.0,1,2019,2019-01-01,2019-01-02
2019-01-03 05:00:00+00:00,110.0,0.0,11.0,256.0,12.0,0.0,1,2019,2019-01-01,2019-01-03
2019-01-04 05:00:00+00:00,75.0,23.0,41.0,60.0,23.0,0.0,1,2019,2019-01-01,2019-01-04
2019-01-08 05:00:00+00:00,1584.0,1116.0,3075.0,20542.0,1475.0,0.0,1,2019,2019-01-01,2019-01-08
2019-01-09 05:00:00+00:00,6958.0,3696.0,9965.0,71906.0,4283.0,0.0,1,2019,2019-01-01,2019-01-09
2019-01-10 05:00:00+00:00,7139.0,5085.0,11125.0,77796.0,5011.0,0.0,1,2019,2019-01-01,2019-01-10
2019-01-11 05:00:00+00:00,7741.0,4216.0,14083.0,101921.0,4862.0,0.0,1,2019,2019-01-01,2019-01-11
2019-01-12 05:00:00+00:00,5313.0,2841.0,8151.0,74199.0,4097.0,0.0,1,2019,2019-01-01,2019-01-12
2019-01-13 05:00:00+00:00,148.0,24.0,24.0,1446.0,43.0,0.0,1,2019,2019-01-01,2019-01-13
2019-01-14 05:00:00+00:00,3761.0,3194.0,9621.0,58463.0,5204.0,0.0,1,2019,2019-01-01,2019-01-14
2019-01-15 05:00:00+00:00,6817.0,4053.0,9679.0,79702.0,4546.0,0.0,1,2019,2019-01-01,2019-01-15
2019-01-16 05:00:00+00:00,6720.0,4603.0,12447.0,80726.0,5638.0,0.0,1,2019,2019-01-01,2019-01-16
2019-01-17 05:00:00+00:00,10820.0,4569.0,11938.0,100830.0,6028.0,0.0,1,2019,2019-01-01,2019-01-17
2019-01-18 05:00:00+00:00,5418.0,3295.0,11270.0,92718.0,5004.0,0.0,1,2019,2019-01-01,2019-01-18
2019-01-19 05:00:00+00:00,893.0,1132.0,5565.0,21510.0,2074.0,0.0,1,2019,2019-01-01,2019-01-19
2019-01-20 05:00:00+00:00,102.0,66.0,274.0,834.0,110.0,0.0,1,2019,2019-01-01,2019-01-20
2019-01-21 05:00:00+00:00,6103.0,3909.0,19272.0,91244.0,4803.0,0.0,1,2019,2019-01-01,2019-01-21
2019-01-22 05:00:00+00:00,6553.0,3550.0,22216.0,78193.0,5899.0,0.0,1,2019,2019-01-01,2019-01-22
2019-01-23 05:00:00+00:00,6028.0,4137.0,22914.0,79402.0,5929.0,0.0,1,2019,2019-01-01,2019-01-23
2019-01-24 05:00:00+00:00,5692.0,3213.0,22725.0,76278.0,5237.0,0.0,1,2019,2019-01-01,2019-01-24
2019-01-25 05:00:00+00:00,5311.0,3621.0,22093.0,87667.0,6614.0,0.0,1,2019,2019-01-01,2019-01-25
2019-01-26 05:00:00+00:00,458.0,413.0,2511.0,7040.0,557.0,0.0,1,2019,2019-01-01,2019-01-26
2019-01-28 05:00:00+00:00,3916.0,3065.0,19464.0,48803.0,4708.0,0.0,1,2019,2019-01-01,2019-01-28
2019-01-29 05:00:00+00:00,10370.0,3618.0,19244.0,58226.0,5514.0,0.0,1,2019,2019-01-01,2019-01-29
2019-01-30 05:00:00+00:00,6387.0,3941.0,21530.0,73532.0,4782.0,0.0,1,2019,2019-01-01,2019-01-30
2019-01-31 05:00:00+00:00,5015.0,3215.0,28018.0,65378.0,5004.0,0.0,1,2019,2019-01-01,2019-01-31
2019-02-01 05:00:00+00:00,4359.0,2374.0,18354.0,77986.0,4813.0,0.0,2,2019,2019-02-01,2019-02-01
2019-02-02 05:00:00+00:00,424.0,391.0,5562.0,11802.0,1087.0,0.0,2,2019,2019-02-01,2019-02-02
2019-02-04 05:00:00+00:00,3434.0,2468.0,17285.0,44834.0,4313.0,0.0,2,2019,2019-02-01,2019-02-04
2019-02-05 05:00:00+00:00,4151.0,3348.0,21959.0,71516.0,5585.0,0.0,2,2019,2019-02-01,2019-02-05
2019-02-06 05:00:00+00:00,5829.0,3301.0,18768.0,79121.0,5699.0,0.0,2,2019,2019-02-01,2019-02-06
2019-02-07 05:00:00+00:00,5244.0,3623.0,21334.0,61217.0,5979.0,0.0,2,2019,2019-02-01,2019-02-07
2019-02-08 05:00:00+00:00,4391.0,2720.0,17677.0,55061.0,5383.0,0.0,2,2019,2019-02-01,2019-02-08
2019-02-09 05:00:00+00:00,390.0,354.0,3314.0,7049.0,645.0,0.0,2,2019,2019-02-01,2019-02-09
2019-02-10 05:00:00+00:00,16.0,2.0,170.0,692.0,19.0,0.0,2,2019,2019-02-01,2019-02-10
2019-02-11 05:00:00+00:00,4134.0,2825.0,14480.0,47539.0,4636.0,0.0,2,2019,2019-02-01,2019-02-11
2019-02-12 05:00:00+00:00,5102.0,3243.0,15870.0,60998.0,4835.0,0.0,2,2019,2019-02-01,2019-02-12
2019-02-13 05:00:00+00:00,6600.0,3691.0,14544.0,67515.0,5338.0,0.0,2,2019,2019-02-01,2019-02-13
2019-02-14 05:00:00+00:00,5134.0,2792.0,15655.0,67772.0,4679.0,0.0,2,2019,2019-02-01,2019-02-14
2019-02-15 05:00:00+00:00,4185.0,3230.0,17714.0,55600.0,5509.0,0.0,2,2019,2019-02-01,2019-02-15
2019-02-16 05:00:00+00:00,255.0,416.0,1217.0,4308.0,81.0,0.0,2,2019,2019-02-01,2019-02-16
2019-02-17 05:00:00+00:00,230.0,19.0,81.0,632.0,27.0,0.0,2,2019,2019-02-01,2019-02-17
2019-02-18 05:00:00+00:00,8127.0,3511.0,13509.0,49101.0,3547.0,0.0,2,2019,2019-02-01,2019-02-18
2019-02-19 05:00:00+00:00,4575.0,3271.0,13795.0,58503.0,4074.0,0.0,2,2019,2019-02-01,2019-02-19
2019-02-20 05:00:00+00:00,6229.0,3834.0,13617.0,57955.0,5129.0,0.0,2,2019,2019-02-01,2019-02-20
2019-02-21 05:00:00+00:00,6386.0,3797.0,17393.0,62454.0,5031.0,0.0,2,2019,2019-02-01,2019-02-21
2019-02-22 05:00:00+00:00,3492.0,2798.0,11040.0,49866.0,3507.0,0.0,2,2019,2019-02-01,2019-02-22
2019-02-23 05:00:00+00:00,406.0,426.0,4151.0,14246.0,1190.0,0.0,2,2019,2019-02-01,2019-02-23
2019-02-24 05:00:00+00:00,45.0,0.0,0.0,262.0,28.0,0.0,2,2019,2019-02-01,2019-02-24
2019-02-25 05:00:00+00:00,8308.0,3265.0,12683.0,55815.0,3979.0,0.0,2,2019,2019-02-01,2019-02-25
2019-02-26 05:00:00+00:00,5966.0,4142.0,14242.0,54293.0,4549.0,0.0,2,2019,2019-02-01,2019-02-26
2019-02-27 05:00:00+00:00,5362.0,3659.0,13709.0,58053.0,4291.0,0.0,2,2019,2019-02-01,2019-02-27
2019-02-28 05:00:00+00:00,5049.0,3972.0,13911.0,79012.0,4265.0,0.0,2,2019,2019-02-01,2019-02-28
2019-03-01 05:00:00+00:00,4569.0,3535.0,12907.0,61689.0,5149.0,0.0,3,2019,2019-03-01,2019-03-01
2019-03-02 05:00:00+00:00,230.0,249.0,1449.0,4111.0,249.0,0.0,3,2019,2019-03-01,2019-03-02
2019-03-03 05:00:00+00:00,34.0,51.0,150.0,550.0,14.0,0.0,3,2019,2019-03-01,2019-03-03
2019-03-04 05:00:00+00:00,3481.0,2878.0,11170.0,38142.0,3817.0,0.0,3,2019,2019-03-01,2019-03-04
2019-03-05 05:00:00+00:00,4710.0,2330.0,12626.0,51269.0,4934.0,0.0,3,2019,2019-03-01,2019-03-05
2019-03-06 05:00:00+00:00,5031.0,3786.0,13360.0,58285.0,5851.0,0.0,3,2019,2019-03-01,2019-03-06
2019-03-07 05:00:00+00:00,4834.0,2938.0,13464.0,54628.0,5572.0,0.0,3,2019,2019-03-01,2019-03-07
2019-03-08 05:00:00+00:00,3738.0,2516.0,13441.0,55649.0,5120.0,0.0,3,2019,2019-03-01,2019-03-08
2019-03-09 05:00:00+00:00,677.0,670.0,6116.0,19910.0,2204.0,0.0,3,2019,2019-03-01,2019-03-09
2019-03-10 05:00:00+00:00,2.0,25.0,24.0,1698.0,36.0,0.0,3,2019,2019-03-01,2019-03-10
2019-03-11 05:00:00+00:00,4247.0,3453.0,11500.0,47903.0,5070.0,0.0,3,2019,2019-03-01,2019-03-11
2019-03-12 05:00:00+00:00,4151.0,3587.0,13053.0,48590.0,5486.0,0.0,3,2019,2019-03-01,2019-03-12
2019-03-13 05:00:00+00:00,5495.0,3883.0,12489.0,68928.0,5032.0,0.0,3,2019,2019-03-01,2019-03-13
2019-03-14 05:00:00+00:00,4646.0,4006.0,11646.0,63214.0,5211.0,0.0,3,2019,2019-03-01,2019-03-14
2019-03-15 05:00:00+00:00,3824.0,2623.0,11140.0,63133.0,5169.0,0.0,3,2019,2019-03-01,2019-03-15
2019-03-16 05:00:00+00:00,394.0,636.0,1396.0,5725.0,752.0,0.0,3,2019,2019-03-01,2019-03-16
2019-03-18 05:00:00+00:00,3666.0,3221.0,12431.0,55855.0,4443.0,0.0,3,2019,2019-03-01,2019-03-18
2019-03-19 05:00:00+00:00,4238.0,4029.0,13998.0,61065.0,5001.0,0.0,3,2019,2019-03-01,2019-03-19
2019-03-20 05:00:00+00:00,5213.0,3508.0,13621.0,76173.0,5347.0,0.0,3,2019,2019-03-01,2019-03-20
2019-03-21 05:00:00+00:00,13856.0,3433.0,14113.0,67802.0,4754.0,0.0,3,2019,2019-03-01,2019-03-21
2019-03-22 05:00:00+00:00,3992.0,3916.0,15633.0,52629.0,5145.0,0.0,3,2019,2019-03-01,2019-03-22
2019-03-23 05:00:00+00:00,123.0,184.0,546.0,3772.0,136.0,0.0,3,2019,2019-03-01,2019-03-23
2019-03-24 05:00:00+00:00,30.0,61.0,264.0,820.0,80.0,0.0,3,2019,2019-03-01,2019-03-24
2019-03-25 05:00:00+00:00,523.0,411.0,806.0,4144.0,308.0,0.0,3,2019,2019-03-01,2019-03-25
2019-03-26 05:00:00+00:00,5221.0,3531.0,14719.0,79266.0,4569.0,0.0,3,2019,2019-03-01,2019-03-26
2019-03-27 05:00:00+00:00,5157.0,3567.0,14153.0,61102.0,5224.0,0.0,3,2019,2019-03-01,2019-03-27
2019-03-28 05:00:00+00:00,5340.0,3352.0,15394.0,64857.0,5710.0,0.0,3,2019,2019-03-01,2019-03-28
2019-03-29 05:00:00+00:00,7697.0,3130.0,14653.0,77757.0,5617.0,0.0,3,2019,2019-03-01,2019-03-29
2019-03-30 05:00:00+00:00,2869.0,2673.0,10676.0,48227.0,4812.0,0.0,3,2019,2019-03-01,2019-03-30
2019-04-01 05:00:00+00:00,3872.0,3057.0,13219.0,56356.0,4372.0,0.0,4,2019,2019-04-01,2019-04-01
2019-04-02 05:00:00+00:00,6697.0,3445.0,18021.0,67882.0,6069.0,0.0,4,2019,2019-04-01,2019-04-02
2019-04-03 05:00:00+00:00,5961.0,4056.0,17354.0,67137.0,4565.0,0.0,4,2019,2019-04-01,2019-04-03
2019-04-04 05:00:00+00:00,5763.0,4058.0,14848.0,70053.0,5472.0,0.0,4,2019,2019-04-01,2019-04-04
2019-04-05 05:00:00+00:00,3619.0,2302.0,12470.0,49843.0,4603.0,0.0,4,2019,2019-04-01,2019-04-05
2019-04-06 05:00:00+00:00,257.0,169.0,768.0,3723.0,215.0,0.0,4,2019,2019-04-01,2019-04-06
2019-04-08 05:00:00+00:00,5182.0,3618.0,14098.0,66913.0,5811.0,0.0,4,2019,2019-04-01,2019-04-08
2019-04-09 05:00:00+00:00,5075.0,4080.0,15998.0,74834.0,5286.0,0.0,4,2019,2019-04-01,2019-04-09
2019-04-10 05:00:00+00:00,5871.0,3159.0,16495.0,70742.0,6005.0,0.0,4,2019,2019-04-01,2019-04-10
2019-04-11 05:00:00+00:00,9535.0,3316.0,14355.0,80972.0,4459.0,0.0,4,2019,2019-04-01,2019-04-11
2019-04-12 05:00:00+00:00,4020.0,2902.0,14768.0,79036.0,4647.0,0.0,4,2019,2019-04-01,2019-04-12
2019-04-13 05:00:00+00:00,2131.0,701.0,3992.0,14310.0,1464.0,0.0,4,2019,2019-04-01,2019-04-13
2019-04-15 05:00:00+00:00,180.0,35.0,441.0,680.0,79.0,0.0,4,2019,2019-04-01,2019-04-15
2019-04-16 05:00:00+00:00,30.0,0.0,77.0,240.0,76.0,0.0,4,2019,2019-04-01,2019-04-16
2019-04-17 05:00:00+00:00,0.0,2.0,3.0,0.0,12.0,0.0,4,2019,2019-04-01,2019-04-17
2019-04-22 05:00:00+00:00,3155.0,2080.0,10935.0,38790.0,2496.0,0.0,4,2019,2019-04-01,2019-04-22
2019-04-23 05:00:00+00:00,6834.0,3634.0,19243.0,90732.0,6144.0,0.0,4,2019,2019-04-01,2019-04-23
2019-04-24 05:00:00+00:00,7700.0,4022.0,21735.0,73409.0,6915.0,0.0,4,2019,2019-04-01,2019-04-24
2019-04-25 05:00:00+00:00,7075.0,3769.0,18946.0,78484.0,6182.0,0.0,4,2019,2019-04-01,2019-04-25
2019-04-26 05:00:00+00:00,4857.0,2976.0,14149.0,80468.0,5232.0,0.0,4,2019,2019-04-01,2019-04-26
2019-04-27 05:00:00+00:00,6248.0,994.0,4337.0,15970.0,1540.0,0.0,4,2019,2019-04-01,2019-04-27
2019-04-29 05:00:00+00:00,5534.0,3972.0,14393.0,56578.0,4882.0,0.0,4,2019,2019-04-01,2019-04-29
2019-04-30 05:00:00+00:00,5595.0,3699.0,13299.0,71292.0,5091.0,0.0,4,2019,2019-04-01,2019-04-30
2019-05-01 05:00:00+00:00,3885.0,1348.0,7065.0,40876.0,1908.0,0.0,5,2019,2019-05-01,2019-05-01
2019-05-02 05:00:00+00:00,6838.0,3924.0,17728.0,76622.0,6796.0,0.0,5,2019,2019-05-01,2019-05-02
2019-05-03 05:00:00+00:00,5812.0,3451.0,16193.0,74052.0,5011.0,0.0,5,2019,2019-05-01,2019-05-03
2019-05-04 05:00:00+00:00,2147.0,1685.0,9250.0,38129.0,3194.0,0.0,5,2019,2019-05-01,2019-05-04
2019-05-06 05:00:00+00:00,4862.0,2836.0,14748.0,69520.0,5132.0,0.0,5,2019,2019-05-01,2019-05-06
2019-05-07 05:00:00+00:00,10353.0,3485.0,21802.0,82582.0,5872.0,0.0,5,2019,2019-05-01,2019-05-07
2019-05-08 05:00:00+00:00,7501.0,4293.0,20345.0,98507.0,6340.0,0.0,5,2019,2019-05-01,2019-05-08
2019-05-09 05:00:00+00:00,7365.0,3726.0,14270.0,100275.0,5213.0,0.0,5,2019,2019-05-01,2019-05-09
2019-05-10 05:00:00+00:00,5589.0,2640.0,18215.0,79792.0,4924.0,0.0,5,2019,2019-05-01,2019-05-10
2019-05-11 05:00:00+00:00,240.0,193.0,987.0,4740.0,571.0,0.0,5,2019,2019-05-01,2019-05-11
2019-05-12 05:00:00+00:00,17.0,68.0,157.0,464.0,50.0,0.0,5,2019,2019-05-01,2019-05-12
2019-05-13 05:00:00+00:00,4317.0,2680.0,15392.0,61998.0,5496.0,0.0,5,2019,2019-05-01,2019-05-13
